days,Susceptible,Infected,Recovered,Vaccinated
0,39999,1,0,0
1,39998,2,0,0
2,39996,4,0,0
3,39991,9,0,0
4,39974,26,0,0
5,39916,84,0,0
6,39783,217,0,0
7,39425,574,1,0
8,38560,1438,2,0
9,36441,3555,4,0
10,31656,8335,9,0
11,22684,17290,26,0
12,11289,28627,84,0
13,3652,36131,217,0
14,869,38556,575,0
15,171,38389,1440,0
16,35,36406,3559,0
17,10,31646,8344,0
18,2,22682,17316,0
19,0,11289,28711,0
20,0,3652,36348,0
21,0,869,39131,0
22,0,171,39829,0
23,0,35,39965,0
24,0,10,39990,0
25,0,2,39998,0
26,0,0,40000,0
27,0,0,40000,0
28,0,0,40000,0
29,0,0,40000,0
30,0,0,40000,0
31,0,0,40000,0
32,0,0,40000,0
33,0,0,40000,0
34,0,0,40000,0
35,0,0,40000,0
36,0,0,40000,0
37,0,0,40000,0
38,0,0,40000,0
39,0,0,40000,0
40,0,0,40000,0
41,0,0,40000,0
42,0,0,40000,0
43,0,0,40000,0
44,0,0,40000,0
45,0,0,40000,0
46,0,0,40000,0
47,0,0,40000,0
48,0,0,40000,0
49,0,0,40000,0
50,0,0,40000,0
51,0,0,40000,0
52,0,0,40000,0
53,0,0,40000,0
54,0,0,40000,0
55,0,0,40000,0
56,0,0,40000,0
57,0,0,40000,0
58,0,0,40000,0
59,0,0,40000,0
60,0,0,40000,0
61,0,0,40000,0
62,0,0,40000,0
63,0,0,40000,0
64,0,0,40000,0
65,0,0,40000,0
66,0,0,40000,0
67,0,0,40000,0
68,0,0,40000,0
69,0,0,40000,0
70,0,0,40000,0
71,0,0,40000,0
72,0,0,40000,0
73,0,0,40000,0
74,0,0,40000,0
75,0,0,40000,0
76,0,0,40000,0
77,0,0,40000,0
78,0,0,40000,0
79,0,0,40000,0
80,0,0,40000,0
81,0,0,40000,0
82,0,0,40000,0
83,0,0,40000,0
84,0,0,40000,0
85,0,0,40000,0
86,0,0,40000,0
87,0,0,40000,0
88,0,0,40000,0
89,0,0,40000,0
90,0,0,40000,0
91,0,0,40000,0
92,0,0,40000,0
93,0,0,40000,0
94,0,0,40000,0
95,0,0,40000,0
96,0,0,40000,0
97,0,0,40000,0
98,0,0,40000,0
99,0,0,40000,0
100,0,0,40000,0
