days,Susceptible,Infected,Recovered,Vaccinated
0,39999,1,0,0
1,39998,2,0,0
2,39996,4,0,0
3,39993,7,0,0
4,39990,10,0,0
5,39983,17,0,0
6,39972,28,0,0
7,39956,43,1,0
8,39936,62,2,0
9,39900,96,4,0
10,39839,154,7,0
11,39749,241,10,0
12,39617,366,17,0
13,39414,558,28,0
14,39122,834,44,0
15,38648,1288,64,0
16,37916,1984,100,0
17,36806,3033,161,0
18,35160,4589,251,0
19,32845,6772,383,0
20,29693,9721,586,0
21,25769,13353,878,0
22,21188,17460,1352,0
23,16343,21573,2084,0
24,11922,24884,3194,0
25,8205,26955,4840,0
26,5410,27435,7155,0
27,3530,26163,10307,0
28,2389,23380,14231,0
29,1662,19526,18812,0
30,1209,15134,23657,0
31,944,10978,28078,0
32,788,7417,31795,0
33,702,4708,34590,0
34,649,2881,36470,0
35,626,1763,37611,0
36,614,1048,38338,0
37,605,604,38791,0
38,603,341,39056,0
39,598,190,39212,0
40,598,104,39298,0
41,596,53,39351,0
42,595,31,39374,0
43,594,20,39386,0
44,594,11,39395,0
45,594,9,39397,0
46,594,4,39402,0
47,594,4,39402,0
48,594,2,39404,0
49,594,1,39405,0
50,594,0,39406,0
51,594,0,39406,0
52,594,0,39406,0
53,594,0,39406,0
54,594,0,39406,0
55,594,0,39406,0
56,594,0,39406,0
57,594,0,39406,0
58,594,0,39406,0
59,594,0,39406,0
60,594,0,39406,0
61,594,0,39406,0
62,594,0,39406,0
63,594,0,39406,0
64,594,0,39406,0
65,594,0,39406,0
66,594,0,39406,0
67,594,0,39406,0
68,594,0,39406,0
69,594,0,39406,0
70,594,0,39406,0
71,594,0,39406,0
72,594,0,39406,0
73,594,0,39406,0
74,594,0,39406,0
75,594,0,39406,0
76,594,0,39406,0
77,594,0,39406,0
78,594,0,39406,0
79,594,0,39406,0
80,594,0,39406,0
81,594,0,39406,0
82,594,0,39406,0
83,594,0,39406,0
84,594,0,39406,0
85,594,0,39406,0
86,594,0,39406,0
87,594,0,39406,0
88,594,0,39406,0
89,594,0,39406,0
90,594,0,39406,0
91,594,0,39406,0
92,594,0,39406,0
93,594,0,39406,0
94,594,0,39406,0
95,594,0,39406,0
96,594,0,39406,0
97,594,0,39406,0
98,594,0,39406,0
99,594,0,39406,0
100,594,0,39406,0
