days,Susceptible,Infected,Recovered,Vaccinated
0,39999,1,0,0
1,39991,9,0,0
2,39928,72,0,0
3,39369,631,0,0
4,34938,5062,0,0
5,13049,26951,0,0
6,30,39970,0,0
7,0,39999,1,0
8,0,39991,9,0
9,0,39928,72,0
10,0,39369,631,0
11,0,34938,5062,0
12,0,13049,26951,0
13,0,30,39970,0
14,0,0,40000,0
15,0,0,40000,0
16,0,0,40000,0
17,0,0,40000,0
18,0,0,40000,0
19,0,0,40000,0
20,0,0,40000,0
21,0,0,40000,0
22,0,0,40000,0
23,0,0,40000,0
24,0,0,40000,0
25,0,0,40000,0
26,0,0,40000,0
27,0,0,40000,0
28,0,0,40000,0
29,0,0,40000,0
30,0,0,40000,0
31,0,0,40000,0
32,0,0,40000,0
33,0,0,40000,0
34,0,0,40000,0
35,0,0,40000,0
36,0,0,40000,0
37,0,0,40000,0
38,0,0,40000,0
39,0,0,40000,0
40,0,0,40000,0
